StockCode,Description,TotalQuantity,TotalRevenue,TotalOrders
21086,SET/6 RED SPOTTY PAPER CUPS,8974,5665.610000000001,434
21087,SET/6 POSIES PAPER CUPS,119,93.51,16
21088,SET/6 FRUIT SALAD PAPER CUPS,7809,818.2100000000002,34
21089,SET/6 GREEN SPRING PAPER CUPS,92,64.85000000000001,16
21090,SET/6 COLLAGE PAPER PLATES,698,458.29999999999995,62
21091,SET/6 WOODLAND PAPER PLATES,13700,1868.7,47
21092,SET/6 STRAWBERRY PAPER PLATES,12822,1551.1,30
21092,phil said so,-20,0.0,1
21094,SET/6 RED SPOTTY PAPER PLATES,10641,8295.47,478
21095,SET/6 POSIES PAPER PLATES,178,162.64,27
21096,SET/6 FRUIT SALAD  PAPER PLATES,7657,1223.8300000000002,39
21097,SET/6 GREEN SPRING  PAPER PLATE,33,28.049999999999997,7
21098,CHRISTMAS TOILET ROLL,5127,8914.72,389
21099,SET/6 STRAWBERRY PAPER CUPS,13268,1502.3400000000001,36
21100,CHARLIE AND LOLA CHARLOTTE BAG,2484,3655.3199999999997,251
21100,bad quality,-76,0.0,1
21100,counted,-160,0.0,1
21102,"CANDLE IN JAR COLLAGE , VANILLA",51,142.03,21
21106,CREAM SLICE FLANNEL CHOCOLATE SPOT ,564,1752.5800000000002,120
21107,CREAM SLICE FLANNEL PINK SPOT ,1559,4573.84,231
21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,2843,7795.12,371
21109,"LARGE CAKE TOWEL, CHOCOLATE SPOTS",246,1794.5,118
21110,LARGE CAKE TOWEL PINK SPOTS,542,3982.98,204
21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",501,1627.68,131
21112,"SWISS ROLL TOWEL, PINK  SPOTS",677,2139.07,116
21114,LAVENDER SCENTED FABRIC HEART,4367,5590.33,369
21115,ROSE CARAVAN DOORSTOP,695,4884.14,277
21116,OWL DOORSTOP,706,4042.4800000000005,308
21117,BLOND DOLL DOORSTOP,219,360.33,12
21118,SHOPPING BAG DOORSTOP,69,104.25,7
21119,Glow In The Dark Shot Glasses ,3,41.01,3
21120,*Boombox Ipod Classic,1,16.98,1
21121,SET/10 RED POLKADOT PARTY CANDLES,2450,2913.46,121
21121,SET/10 RED SPOTTY PARTY CANDLES,6496,7909.52,393
21122,SET/10 PINK POLKADOT PARTY CANDLES,1590,1884.3600000000001,88
21122,SET/10 PINK SPOTTY PARTY CANDLES,5796,7044.66,387
21123,SET/10 IVORY POLKADOT PARTY CANDLES,353,441.25,22
21123,SET/10 IVORY SPOTTY PARTY CANDLES,1263,1580.97,80
21124,SET/10 BLUE POLKADOT PARTY CANDLES,1173,1414.05,75
21124,SET/10 BLUE SPOTTY PARTY CANDLES,4905,5971.95,321
21125,SET 6 FOOTBALL CELEBRATION CANDLES,1496,1419.16,150
21126,SET OF 6 GIRLS CELEBRATION CANDLES,1736,1605.28,164
21127,COLOURFUL FISHING GNOME,297,998.0300000000001,49
21128,GOLD FISHING GNOME,61,321.65000000000003,23
21129,SILVER FISHING GNOME ,72,529.9200000000001,35
21130,COLOURFUL STANDING GNOME,721,1200.93,50
21130,damaged,-17,0.0,1
21131,GOLD STANDING GNOME,170,700.84,21
21132,SILVER STANDING GNOME   ,54,280.5,26
21133,PAINTED BIRD ASSORTED CHRISTMAS,424,736.57,42
21133,checked,26,0.0,1
21133,invcd as 84879?,-720,0.0,1
21134,VICTORIAN METAL POSTCARD CHRISTMAS,379,649.74,46
21135,VICTORIAN  METAL POSTCARD SPRING,3178,5466.0199999999995,237
21136,PAINTED METAL PEARS ASSORTED,5727,9594.41,385
21137,BLACK RECORD COVER FRAME,8290,28650.22,274
21143,ANTIQUE GLASS HEART DECORATION ,1921,3782.4999999999995,165
21144,PINK POODLE HANGING DECORATION ,540,277.39000000000004,59
21145,ANTIQUE GLASS PLACE SETTING,734,1087.46,43
21146,ANTIQUE GLASS RIDGED HANGING BALL,799,1533.1699999999998,59
21147,JINGLE BELLS TREE DECORATION,289,489.49,51
21153,RED SPOTTY TABLECLOTH ,391,4273.39,141
21153,missing,-73,0.0,1
21154,?,-220,0.0,1
21154,RED RETROSPOT OVEN GLOVE ,1546,2001.34,141
21154,RED SPOTTY OVEN GLOVE ,2810,3770.87,340
21155,?,-81,0.0,1
21155,RED RETROSPOT PEG BAG,911,1900.42,133
21155,RED SPOTTY PEG BAG,2641,5239.200000000001,375
21156,RED SPOTTY CHILDS APRON,2508,4682.13,298
21156,RETROSPOT CHILDRENS APRON,3686,6661.48,305
21157,RED RETROSPOT WASHBAG,49,142.99,18
21157,RED SPOTTY WASHBAG,580,1307.3600000000001,133
21158,MOODY GIRL DOOR HANGER ,1066,1020.0699999999999,149
21159,MOODY BOY  DOOR HANGER ,914,826.37,130
21160,KEEP OUT GIRLS DOOR HANGER ,720,525.3199999999999,60
21161,KEEP OUT BOYS DOOR HANGER ,2155,1567.09,171
21162,TOXIC AREA  DOOR HANGER ,858,822.9499999999999,127
21163,DO NOT TOUCH MY STUFF DOOR HANGER ,1544,1073.1399999999999,134
21164,HOME SWEET HOME METAL SIGN ,4274,11656.320000000002,456
21165,BEWARE OF THE CAT METAL SIGN ,5255,8358.41,544
21166,COOK WITH WINE METAL SIGN ,9292,16794.44,739
21167,WHITE SAGE INCENSE,1063,263.03,51
21169,YOU'RE CONFUSING ME METAL SIGN ,4502,7080.71,348
21171,BATHROOM METAL SIGN ,1422,1988.79,189
21172,PARTY METAL SIGN ,4205,6054.34,516
21173,LOO ROLL  METAL SIGN ,330,591.4599999999999,78
21174,POTTERING IN THE SHED METAL SIGN,5630,10442.699999999999,623
21175,GIN + TONIC DIET METAL SIGN,8675,17307.11,885
21179,NO JUNK MAIL METAL SIGN,2380,2255.44,245
21181,PLEASE ONE PERSON  METAL SIGN,1868,3870.1700000000005,179
21181,PLEASE ONE PERSON METAL SIGN,10917,21788.870000000003,839
21181,missing,-225,0.0,1
21185, HOME SWEET HOME  BLACKBOARD,123,819.1399999999999,43
21185,HOME SWEET HOME  BLACKBOARD,2,12.7,4
21186,WHITE DOVE HONEYCOMB PAPER GARLAND,5265,8519.199999999999,369
21187,WHITE BELL HONEYCOMB PAPER GARLAND ,1075,1757.57,105
21188,3D HEARTS  HONEYCOMB PAPER GARLAND,557,1695.2500000000002,83
21189,WHITE HONEYCOMB PAPER GARLAND ,459,865.6199999999999,57
21190,PINK HEARTS PAPER GARLAND,723,1216.04,108
21191,LARGE WHITE HONEYCOMB PAPER BELL  ,982,2158.7000000000003,119
21192,WHITE BELL HONEYCOMB PAPER ,1096,2049.35,146
21193,WHITE HONEYCOMB PAPER FAN ,111,274.37,22
21194,PINK  HONEYCOMB PAPER FAN,82,199.73000000000002,30
21195,PINK  HONEYCOMB PAPER BALL ,324,885.64,75
21196,ROUND WHITE CONFETTI IN TUBE,71,118.85999999999999,9
21197,MULTICOLOUR  CONFETTI IN TUBE,182,300.29999999999995,20
21198,WHITE HEART CONFETTI IN TUBE,251,460.53,48
21199,PINK  HEART CONFETTI IN TUBE,339,607.3699999999999,71
21200,MULTICOLOUR HONEYCOMB PAPER GARLAND,278,500.0199999999999,53
21201,TROPICAL  HONEYCOMB PAPER GARLAND ,1505,3542.05,138
21202,DOLLY HONEYCOMB GARLAND,331,546.77,45
21203,BUTTERFLIES  HONEYCOMB GARLAND,1492,2459.0499999999997,147
21204,DAISIES  HONEYCOMB GARLAND ,1061,1746.6599999999999,123
21205,MULTICOLOUR 3D BALLS GARLAND,429,1107.95,80
21206,STRAWBERRY HONEYCOMB  GARLAND ,871,1466.8799999999999,134
21207,SKULL AND CROSSBONES  GARLAND ,2061,3233.14,157
21208,PASTEL COLOUR HONEYCOMB FAN,138,280.84999999999997,39
21209,MULTICOLOUR HONEYCOMB FAN,235,453.74999999999994,51
21210,SET OF 72 RETRO SPOT PAPER  DOILIES,7664,10939.25,558
21210,SET OF 72 RETROSPOT PAPER  DOILIES,1743,2602.52,176
21211,SET OF 72 SKULL PAPER  DOILIES,1526,2101.37,138
21212,PACK OF 72 RETRO SPOT CAKE CASES,46106,23759.260000000002,1419
21212,PACK OF 72 RETROSPOT CAKE CASES,13305,7628.56,446
21213,PACK OF 72 SKULL CAKE CASES,25516,13293.86,841
21214,Came as green?,-153,0.0,1
21214,SET OF 72 IVORY PAPER DOILIES,2006,2920.8199999999997,200
21215, IVORY PAPER CUP CAKE CASES ,1153,530.16,28
21215,IVORY PAPER CUP CAKE CASES ,2220,1314.05,144
21216,"SET 3 RED SPOT TIN TEA,COFFEE,SUGAR",1499,7399.84,309
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",310,1687.93,85
21217,RED RETROSPOT ROUND CAKE TINS,366,4085.7,157
21217,RED SPOTTY ROUND CAKE TINS,1462,14440.14,478
21218,RED SPOTTY BISCUIT TIN,2839,10862.32,538
21219,SET/4 BADGES BALLOON GIRL,580,766.48,93
21220,SET/4 BADGES DOGS,336,467.46,73
21221,SET/4 BADGES CUTE CREATURES,296,400.71999999999997,57
21222,SET/4 BADGES BEETLES,360,463.98,62
21223,SET/4 BADGES WOODLAND ANIMAL,496,592.08,43
21224,SET/4 SKULL BADGES,1295,1664.45,156
21225,POCKET MIRROR BUTTERFLY ,2,2.5,2
21226,POCKET MIRROR WOODLAND,122,152.5,18
21228,"POCKET MIRROR ""GLAMOROUS""",92,116.32,29
21231,SWEETHEART CERAMIC TRINKET BOX,13538,16788.75,1045
21232,STRAWBERRY CERAMIC TRINKET BOX,26563,33834.7,1767
21238,RED RETROSPOT CUP,831,742.22,103
21238,RED SPOTTY CUP,4683,3945.9,443
21239,PINK  POLKADOT CUP,733,647.41,89
21239,PINK  SPOTTY CUP,3675,3137.97,374
21240,BLUE  SPOTTY CUP,3394,2880.87,371
21240,BLUE POLKADOT CUP,659,592.74,85
21241,GREEN POLKADOT CUP,111,94.35,10
21241,GREEN SPOTTY CUP,2104,1776.42,251
21242,RED RETROSPOT PLATE ,388,741.28,74
21242,RED SPOTTY PLATE ,3344,5513.0599999999995,290
21243,PINK  POLKADOT PLATE ,508,850.9399999999999,59
21243,PINK  SPOTTY PLATE ,2867,4636.639999999999,241
21244,BLUE  SPOTTY PLATE ,2400,3852.87,207
21244,BLUE POLKADOT PLATE ,463,782.8399999999999,53
21245,GREEN  SPOTTY PLATE ,1317,2170.38,146
21245,GREEN POLKADOT PLATE ,190,336.13,34
21246,RED RETROSPOT BIG BOWL,42,207.9,13
21246,RED SPOTTY BIG BOWL,417,2121.15,103
21247,SET OF RED SALAD SERVERS ,423,666.2199999999999,81
21248,DOOR HANGER  MUM + DADS ROOM,770,947.27,94
21249,WOOD ANIMALS HEIGHT CHART STICKERS ,6,17.700000000000003,1
21249,WOODLAND  HEIGHT CHART STICKERS ,940,2637.94,150
21250,SET OF SKULL WALL STICKERS,309,729.08,41
21251,DINOSAUR HEIGHT CHART STICKER SET,417,1135.63,88
21252,SET OF MEADOW  FLOWER STICKERS,168,408.66,22
21253,SET OF PICTURE FRAME  STICKERS,208,673.13,64
21254,SET OF KITCHEN WALL  STICKERS,-4,-11.8,1
21255,"FRENCH BOTTLE , LAVENDER",463,838.6299999999999,98
21256,"FRENCH BOTTLE, BRASSERIE DES ARTIST",326,588.64,65
21257,VICTORIAN SEWING BOX MEDIUM,892,7479.46,299
21258,VICTORIAN SEWING BOX LARGE,1088,15654.24,424
21259,VICTORIAN SEWING BOX SMALL ,1218,7393.68,403
21260,FIRST AID TIN,2412,8041.45,386
21261,GREEN GOOSE FEATHER CHRISTMAS TREE ,105,542.61,39
21262,WHITE GOOSE FEATHER CHRISTMAS TREE ,299,1309.3100000000002,67
21263,GREEN GOOSE FEATHER TREE 60CM,135,326.85,17
21264,WHITE GOOSE FEATHER TREE 60CM ,109,352.11,21
21265,PINK GOOSE FEATHER TREE 60CM,172,395.2,20
21266,VINTAGE SILVER TINSEL REEL,23,98.9,9
21267,VINTAGE PINK TINSEL REEL ,24,74.6,10
21268,VINTAGE BLUE TINSEL REEL,397,261.66,49
21269,ANTIQUE CREAM CUTLERY SHELF ,88,815.84,47
21270,ANTIQUE CREAM CUTLERY CUPBOARD,28,369.74,15
21272,SALLE DE BAIN HOOK,1820,2366.08,248
21274,EMBOSSED HEART 3 DRAWER SHELF,176,2433.44,106
21275,?,-30,0.0,1
21275,ZINC TOP  2 DOOR WOODEN SHELF ,227,1339.8500000000001,52
21276,TWO EMBOSSED HEART MINI DRAWERS,661,1482.74,32
21277,FRENCH STYLE EMBOSSED HEART CABINET,30,781.86,29
21278,VINTAGE KITCHEN PRINT PUDDINGS,1519,1255.0,114
21279,VINTAGE KITCHEN PRINT FRUITS,1809,952.66,80
21280,VINTAGE KITCHEN PRINT VEGETABLES,2020,1322.69,59
21281,VINTAGE KITCHEN PRINT SEAFOOD,2110,1233.65,58
21282,NATURAL BARK CANDLE LARGE,357,1526.53,70
21283,NATURAL BARK CANDLE SMALL,525,1671.45,82
21284,RETRO SPOT CANDLE  SMALL,396,724.47,61
21284,RETROSPOT CANDLE  SMALL,737,552.84,41
21285,RETRO SPOT CANDLE  MEDIUM,263,566.22,36
21285,RETROSPOT CANDLE  MEDIUM,360,353.17,24
21286,RETRO SPOT CANDLE  LARGE,283,758.66,50
21286,RETROSPOT CANDLE  LARGE,441,486.80999999999995,24
21287,SCENTED VELVET LOUNGE CANDLE ,2344,1133.6000000000001,41
21288,STRIPEY CHOCOLATE NESTING BOXES,634,1522.63,118
21289,LARGE STRIPES CHOCOLATE GIFT BAG,882,885.56,55
21290,LARGE SPOTTY CHOCOLATE GIFT BAG,2,2.5,1
21291,SMALL POLKADOT CHOCOLATE GIFT BAG ,484,417.88,33
21291,SMALL SPOTTY CHOCOLATE GIFT BAG ,1040,890.4399999999999,80
21292,SMALL STRIPES CHOCOLATE GIFT BAG ,1594,842.8,66
21293,MIRRORED DOVE WALL DECORATION,225,591.4200000000001,62
21294,ETCHED GLASS COASTER,728,953.26,70
21298,EDWARDIAN 2 DRAWER WALL CABINET ,46,656.1,19
21299,EDWARDIAN TOILET ROLL UNIT ,162,932.95,37
21300,ANTIQUE EDWARDIAN DRESSER,43,714.2,14
21303,FILIGREE WALL MIRROR  ANTIQUE WHITE,85,909.09,34
21304,ARCHED GREY MIRROR,86,591.58,18
21306,SET/4 DAISY MIRROR MAGNETS,190,157.62,27
21307,SET/4 BUTTERFLY MIRROR MAGNETS,673,617.1700000000001,62
21308,LOUVRE VANITY MIRROR,130,690.0,7
21309,LOUVRE CHALKBOARD,48,315.65,6
21310,CAPIZ CHANDELIER,4,119.8,4
21311,SET/4 BIRD MIRROR MAGNETS ,248,370.94000000000005,46
21312,LARGE CHUNKY GLASS ROMAN BOWL,287,1160.5700000000002,29
21312,damaged,-45,0.0,1
21313,GLASS HEART T-LIGHT HOLDER ,3426,2933.5,218
21314,?,1146,0.0,1
21314,SMALL GLASS HEART TRINKET POT,6314,13432.42,574
21315,LARGE GLASS HEART TRINKET POT,-4,-17.0,1
21316,SMALL CHUNKY GLASS ROMAN  BOWL,534,934.3399999999999,34
21317,GLASS SPHERE CANDLE STAND MEDIUM,246,774.89,43
21318,GLASS CHALICE BLUE SMALL ,263,455.28999999999996,51
21319,GLASS CHALICE GREEN  SMALL ,311,519.2499999999999,50
21320,GLASS CHALICE GREEN  LARGE ,186,511.32,44
21321,GLASS CHALICE BLUE  LARGE ,107,267.59999999999997,21
21322,GLASS SPHERE CANDLE STAND LARGE ,301,590.45,14
21323,HANGING MEDINA LANTERN LARGE,741,2511.14,81
21323,damges,-34,0.0,1
21324,HANGING MEDINA LANTERN SMALL,896,2499.05,153
21326,AGED GLASS SILVER T-LIGHT HOLDER,7692,5029.360000000001,330
21327,SKULLS WRITING SET ,1103,1992.8099999999997,258
21328,BALLOONS  WRITING SET ,1193,2417.45,320
21329,DINOSAURS  WRITING SET ,1162,2095.56,285
21330,?,-207,0.0,1
21330,WOODLAND ANIMAL  WRITING SET ,1447,2445.8199999999997,202
21331,MOROCCAN BEATEN METAL DISH LARGE,95,742.69,24
21332,MOROCCAN BEATEN METAL MIRROR,230,1266.3200000000002,42
21333,CLASSIC WHITE FRAME,1008,3041.6200000000003,222
21335,LIBRARY LAMP,38,904.8199999999999,32
21336,GOLD WASHBAG,932,360.67,36
21337,SILVER WASHBAG,33,103.53000000000002,12
21338,MARAKESH LANTERN SMALL ,199,873.25,13
21339,MARAKESH LANTERN LARGE,30,544.5,12
21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,773,7831.29,145
21341,KASBAH LANTERN WITH GLASS ,72,410.64000000000004,29
21343,GOLD JEWELERY BOX,18,58.10000000000001,4
21344,MOROCCAN BEATEN METAL DISH,149,581.83,21
21346,LARGE SILVER BALUSTRADE CANDLESTICK,-1,-5.95,1
21347,GOTHIC CARRIAGE LANTERN,8,47.6,4
21348,PINK SPOTS CHOCOLATE NESTING BOXES ,674,1623.88,132
21349,IVY HEART WREATH,541,3929.73,168
21350,GINGHAM HEART WREATH,225,647.7500000000001,43
21351,CINAMMON & ORANGE WREATH,1010,3193.52,151
21352,EUCALYPTUS & PINECONE  WREATH,537,1815.95,95
21353,SILVER SLEIGHBELL  WREATH,19,160.45,9
21354,TOAST ITS - BEST MUM,1733,2040.6100000000001,130
21355,TOAST ITS - I LOVE YOU ,2685,3256.75,234
21356,TOAST ITS - FAIRY FLOWER,980,1366.0,211
21357,TOAST ITS - DINOSAUR,1332,1757.76,204
21358,TOAST ITS - HAPPY BIRTHDAY,734,926.68,119
21359,RELAX LARGE WOOD LETTERS,79,1290.25,47
21360,JOY LARGE WOOD LETTERS,403,2564.19,87
21361,LOVE LARGE WOOD LETTERS ,469,6092.91,235
21363,HOME SMALL WOOD LETTERS,770,4067.84,292
21364,PEACE SMALL WOOD LETTERS,445,3232.01,147
21365,MIRRORED WALL ART STARS,113,284.44,27
21366,MIRRORED WALL ART PHOTO FRAMES,158,733.4,35
21367,MIRRORED WALL ART GENTS,44,94.21,21
21368,MIRRORED WALL ART LADIES,39,71.30999999999999,14
21369,MIRRORED WALL ART SPLODGES,34,75.24,8
21370,MIRRORED WALL ART FOXY,40,164.01,14
21371,MIRRORED WALL ART POPPIES,117,236.29999999999998,26
21372,MIRRORED WALL ART TABLE LAMP,83,168.12,19
21373,MIRRORED WALL ART SNOWFLAKES,124,159.85,14
21374,MIRRORED WALL ART SKULLS,170,360.88,26
21375,LARGE CAMPHOR WOOD FIELD MUSHROOM ,96,532.3199999999999,36
21376,LARGE  TALL CAMPHOR WOOD TOADSTOOL ,151,662.55,30
21377,SMALL CAMPHOR WOOD FIELD  MUSHROOM,382,525.9499999999999,61
21378,SMALL TALL CAMPHOR WOOD TOADSTOOL,419,512.73,54
21379, CAMPHOR WOOD PORTOBELLO MUSHROOM,70,122.36,26
21379,CAMPHOR WOOD PORTOBELLO MUSHROOM,402,350.03999999999996,52
21380,WOODEN HAPPY BIRTHDAY GARLAND,2308,6757.870000000001,373
21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,2756,4604.45,318
21382,SET/4 SPRING FLOWER DECORATION,99,300.93000000000006,25
21383,PACK OF 12 STICKY BUNNIES,1175,814.45,162
21384,IVORY HANGING DECORATION  BUTTERFLY,1923,1815.29,150
21385,IVORY HANGING DECORATION  HEART,7105,6058.0,385
21386,IVORY HANGING DECORATION  EGG,463,415.53999999999996,54
21387,IVORY HANGING DECORATION  RABBIT,25,21.25,4
21388,IVORY HANGING DECORATION  CHICKEN,315,293.57,29
21389,IVORY HANGING DECORATION  BIRD,1159,1022.53,140
21390,FILIGRIS HEART WITH BUTTERFLY,7047,8721.09,381
21391,FRENCH EMROIDR LAVENDER SCENT HEART,350,760.5000000000001,67
21391,FRENCH LAVENDER SCENT HEART,11,31.540000000000003,5
21392,RED POLKADOT PUDDING BOWL,38,94.57000000000001,12
21392,RED SPOTTY PUDDING BOWL,3826,865.03,32
21393,BLUE  SPOTTY PUDDING BOWL,2676,717.25,29
21393,BLUE POLKADOT PUDDING BOWL,49,105.01000000000002,11
21394,RED POLKADOT BEAKER ,55,95.10999999999999,3
21394,RED SPOTTY BEAKER ,85,165.75,16
21395,BLUE POLKADOT BEAKER ,24,46.8,2
21395,BLUE SPOTTY BEAKER ,102,207.94,24
21396,RED SPOTTY EGG CUP ,943,1199.0,78
21397,BLUE  SPOTTY EGG CUP ,982,1323.3600000000001,100
21397,BLUE POLKADOT EGG CUP ,102,150.67,19
21398,RED  SPOTTY COFFEE  MUG,708,1363.5900000000001,54
21398,RED POLKADOT COFFEE  MUG,57,145.02,13
21399,BLUE  SPOTTY  COFFEE MUG,240,493.88000000000005,36
21399,BLUE POLKADOT COFFEE MUG,85,189.05,13
21400,RED PUDDING SPOON,185,79.4,20
21401,BLUE PUDDING SPOON,392,167.88,41
21402,RED  EGG  SPOON,328,147.48,60
21403,BLUE EGG  SPOON,469,206.84,53
21406,SPOTTY CAT DOORSTOP ,1,8.65,1
21407,BROWN CHECK CAT DOORSTOP ,1026,4589.4800000000005,328
21408,SPOTTY PINK DUCK DOORSTOP,427,1838.73,131
21409,SPOTTY COCKEREL DOORSTOP,1,4.25,1
21410,COUNTRY COTTAGE  DOORSTOP GREEN,313,1462.53,151
21411,GINGHAM HEART  DOORSTOP RED,1336,5543.96,397
21412,VINTAGE GOLD TINSEL REEL,274,278.58,68
21413,PERIWINKLE T-LIGHT HOLDER,3126,1081.2,40
21414,SCALLOP SHELL SOAP DISH,1635,866.6899999999999,36
21415,CLAM SHELL SMALL ,138,301.15000000000003,38
21416,CLAM SHELL LARGE,748,591.8100000000001,19
21417,COCKLE SHELL DISH,141,352.11,53
21418,STARFISH SOAP DISH,118,338.99,42
21419,CONCH SHELL,1259,577.6899999999999,19
21420,OYSTER TRINKET BOX,68,215.0,12
21421,PORCELAIN ROSE LARGE ,1502,1807.3,94
21422,PORCELAIN ROSE SMALL,1596,1360.72,88
21424,WOODLAND STORAGE BOX LARGE ,555,1320.52,77
21425,SKULLS STORAGE BOX LARGE,387,862.99,73
21426,WOODLAND STORAGE BOX SMALL,673,871.59,61
21427,SKULLS STORAGE BOX SMALL,408,739.28,90
21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,1724,6795.3,217
21429,RED GINGHAM ROSE JEWELLERY BOX,4821,8340.83,751
21430,SET/3 RED GINGHAM ROSE STORAGE BOX,1688,6537.0,365
21431,GREEN GINGHAM FLOWER JEWELLERY BOX,1486,2516.31,280
21431,crushed,-110,0.0,1
21432,SET OF 3 CASES WOODLAND DESIGN,920,5312.51,246
21437,24 HANGING EASTER EGGS FLORAL TUB,673,2335.92,111
21438,TUB 24 HANGING EASTER EGGS SPOTTY,374,1233.5700000000002,37
21439,BASKET OF TOADSTOOLS,859,1114.19,116
21440,12 MINI TOADSTOOL PEGS,479,606.31,96
21441,BLUE BIRDHOUSE DECORATION,520,375.28999999999996,73
21442,GREEN BIRDHOUSE DECORATION,538,399.53999999999996,78
21443,OLIVE CHALET BIRDFEEDER,252,709.1800000000001,27
21444,BLUE CHALET BIRDFEEDER,290,898.2800000000001,37
21445,12 PINK ROSE PEG PLACE SETTINGS,1317,1634.73,128
21446,12 RED ROSE PEG PLACE SETTINGS,820,1056.44,133
21447,12 IVORY ROSE PEG PLACE SETTINGS,1830,2394.54,193
21448,12 DAISY PEGS IN WOOD BOX,621,1065.76,136
21450,DISTRESSED CANDLE STICK WHITE,3,17.849999999999998,4
21450,damaged,-31,0.0,1
21452,TOADSTOOL MONEY BOX,1120,3391.4000000000005,245
21454,PAINTED PINK RABBIT ,354,313.09,59
21455,PAINTED YELLOW WOODEN DAISY,285,277.08,51
21456,2 PICTURE BOOK EGGS EASTER CHICKS,567,553.83,40
21457,2 PICTURE BOOK EGGS EASTER DUCKS,562,551.36,40
21458,2 PICTURE BOOK EGGS EASTER BUNNY,586,592.7,52
21459,YELLOW EASTER EGG HUNT START POST,177,350.67,28
21460,GREEN EASTER EGG HUNT START POST,77,177.26999999999998,18
21461,BLUE EASTER EGG HUNT START POST,69,141.32999999999998,18
21462,"NURSERY A,B,C PAINTED LETTERS",220,1526.76,108
21463,MIRRORED DISCO BALL ,693,3996.11,191
21463,damaged,-64,0.0,2
21463,smashed,-7,0.0,1
21464,DISCO BALL ROTATOR BATTERY OPERATED,299,1269.75,122
21465,PINK FLOWER CROCHET FOOD COVER,557,1981.5900000000001,111
21466,RED FLOWER CROCHET FOOD COVER,633,2400.4,167
21467,CHERRY CROCHET FOOD COVER,764,2270.61,157
21468,BUTTERFLY CROCHET FOOD COVER,522,1792.91,80
21469,POLKA DOT RAFFIA FOOD COVER,835,2366.69,125
21470,FLOWER VINE RAFFIA FOOD COVER,734,2777.1,188
21471,STRAWBERRY RAFFIA FOOD COVER,778,2916.29,159
21472,LADYBIRD + BEE RAFFIA FOOD COVER,943,3638.91,252
21473,SWEETHEART CREAM STEEL TABLE RECT,126,2513.7,72
21474,SWEETHEART CREAM STEEL FOLDIN BENCH,203,4049.85,99
21475,SWEETHEART CREAM STEEL FOLDIN CHAIR,0,0.0,2
21476,STEEL SWEETHEART ROUND TABLE CREAM,101,1519.8799999999999,63
21477,STRING OF 20 ROSE LIGHTS,250,2991.69,53
21478,SILVER SKULL HOT WATER BOTTLE ,206,861.73,93
21479,WHITE SKULL HOT WATER BOTTLE ,2943,13982.23,511
21480,PINK STRIPE HOT WATER BOTTLE,280,884.7700000000001,58
21481,FAWN BLUE HOT WATER BOTTLE,4530,13696.310000000001,624
21482,MUSHROOM BLUE HOT WATER BOTTLE,738,2290.86,185
21484,CHICK GREY HOT WATER BOTTLE,2919,10525.880000000001,506
21485,RED SPOT HEART HOT WATER BOTTLE,2453,11792.460000000001,458
21485,RETROSPOT HEART HOT WATER BOTTLE,1922,9245.76,364
21486,PINK HEART DOTS HOT WATER BOTTLE,1117,3642.42,295
21488,RED WHITE SCARF  HOT WATER BOTTLE,2379,9719.810000000001,356
21489,BLUE WHITE SCARF HOT WATER BOTTLE,28,157.60000000000002,14
21490,SET OF THREE 50'S GIFT WRAPS ,611,1159.8999999999999,58
21491,SET OF THREE VINTAGE GIFT WRAPS,2845,5302.66,252
21493, VINTAGE DESIGN GIFT TAGS,269,249.89999999999998,27
21493,VINTAGE DESIGN GIFT TAGS,3,2.55,2
21493,lost?,-600,0.0,1
21494,ROTATING LEAVES T-LIGHT HOLDER,1996,3089.25,210
21495,SKULLS AND CROSSBONES WRAP,3315,1360.3,104
21495,SKULLS WRAP,3400,1424.0,109
21496,WOODLAND CREATURES  WRAP,0,0.0,2
21497,FANCY FONTS BIRTHDAY WRAP,9025,3600.5,258
21498,RED RETROSPOT WRAP ,3950,1583.0,112
21498,RED SPOTS  WRAP ,12675,5105.0,364
21499,BLUE POLKADOT WRAP,2150,833.0,53
21499,BLUE SPOTS  WRAP,6350,2555.0,196
21500,PINK POLKADOT WRAP ,1950,773.0,52
21500,PINK SPOTS  WRAP ,7850,3155.0,232
21503,TOYBOX  WRAP ,1075,451.5,41
21504,SKULLS GREETING CARD,3094,1256.37,219
21506,"FANCY FONT BIRTHDAY CARD, ",6296,2586.21,363
21507,"ELEPHANT, BIRTHDAY CARD, ",4990,2070.12,326
21508,VINTAGE KID DOLLY CARD ,4312,1797.18,334
21509,COWBOYS AND INDIANS BIRTHDAY CARD ,5052,2054.67,362
21511,VINTAGE COLLAGE  GREETING  CARD ,40,16.8,2
21518,BANK ACCOUNT  GREETING  CARD ,813,346.92,72
21519,GIN & TONIC DIET GREETING CARD ,4183,1816.21,314
21520,BOOZE & WOMEN GREETING CARD ,491,214.26,55
21523,DOOR MAT FANCY FONT HOME SWEET HOME,1193,8231.31,249
21523,DOORMAT FANCY FONT HOME SWEET HOME,1965,13006.32,238
21523,FANCY FONT HOME SWEET HOME DOORMAT,663,4378.65,164
